id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1286652233468252160,1286640652860743680,1595596771000,2020-07-24,15:19:31,CEST,1250349038710304769,sankukai11,Sankukai,,Scandale d'état coronavirus #Covid_19 #StopMasques #StopDictatureSanitaire Les masques imposés par Véran regorgent de staphylocoques  https://ripostelaique.com/les-masques-imposes-par-veran-regorgent-de-staphylocoques-et-de-streptocoques.html …,['vdecarqueiranne'],['https://ripostelaique.com/les-masques-imposes-par-veran-regorgent-de-staphylocoques-et-de-streptocoques.html'],[],0,0,0,"['#covid_19', '#stopmasques', '#stopdictaturesanitaire']",[],https://twitter.com/Sankukai11/status/1286652233468252160,False,,0,,,,,,,"[{'user_id': '1250349038710304769', 'username': 'Sankukai11'}, {'user_id': '1116002256426622982', 'username': 'VdeCarqueiranne'}]",,,,
1286638688525484033,1286589026229575683,1595593542000,2020-07-24,14:25:42,CEST,950027545696722944,floppydisk8,MacBouffon le Beurré,,"Poussons l'hypocrisie et la débilité encore plus loin ......

C'est pour se faire choper des amendes à gogo quoi 🤢💩😤
#StopMasques
#StopDictatureSanitaire
#masquesObligatoiresMonQ pic.twitter.com/jW7I6lF5d6",['alain_mondino'],[],['https://pbs.twimg.com/media/EdsPEW_XsAEptBM.jpg'],0,1,2,"['#stopmasques', '#stopdictaturesanitaire', '#masquesobligatoiresmonq']",[],https://twitter.com/Floppydisk8/status/1286638688525484033,False,,0,,,,,,,"[{'user_id': '950027545696722944', 'username': 'Floppydisk8'}, {'user_id': '918452634113146881', 'username': 'alain_mondino'}]",,,,
1286638338389221376,1286638338389221376,1595593459000,2020-07-24,14:24:19,CEST,950027545696722944,floppydisk8,MacBouffon le Beurré,,"Poussons l'hypocrisie et la débilité encore plus loin ......

C'est pour se faire choper des amendes à gogo quoi 🤢💩😤
#StopMasques
#StopDictatureSanitaire
#masquesObligatoiresMonQ https://www.francebleu.fr/amp/infos/societe/la-belgique-rend-obligatoire-le-port-du-masque-meme-en-exterieur-1595510487?__twitter_impression=true …",[],['https://www.francebleu.fr/amp/infos/societe/la-belgique-rend-obligatoire-le-port-du-masque-meme-en-exterieur-1595510487?__twitter_impression=true'],[],0,1,1,"['#stopmasques', '#stopdictaturesanitaire', '#masquesobligatoiresmonq']",[],https://twitter.com/Floppydisk8/status/1286638338389221376,False,,0,,,,,,,"[{'user_id': '950027545696722944', 'username': 'Floppydisk8'}]",,,,
1286629278835191808,1286614335767404544,1595591299000,2020-07-24,13:48:19,CEST,1250349038710304769,sankukai11,Sankukai,,BOYCOTT DE LA FRANCE SOUMISE AU MONDIALISME #StopMasques #StopDictatureSanitaire pic.twitter.com/gqQ0Cm6jdW,"['corentincarpent', 'gazettedenimes']",[],['https://pbs.twimg.com/media/EdsGgmLWkAIMxqU.jpg'],0,0,1,"['#stopmasques', '#stopdictaturesanitaire']",[],https://twitter.com/Sankukai11/status/1286629278835191808,False,,0,,,,,,,"[{'user_id': '1250349038710304769', 'username': 'Sankukai11'}, {'user_id': '220624837', 'username': 'corentincarpent'}, {'user_id': '927931708648943619', 'username': 'GazettedeNimes'}]",,,,
1286629186774470659,1286629186774470659,1595591277000,2020-07-24,13:47:57,CEST,1223935075923976192,pierrotpierro14,Pierrot Pierrot,,En 11 ans les lignes bougent bien vite... #stopdictaturesanitaire #StopMasques #stopCovid https://twitter.com/Garinissa/status/1286527555013468160 …,[],['https://twitter.com/Garinissa/status/1286527555013468160'],[],0,0,0,"['#stopdictaturesanitaire', '#stopmasques', '#stopcovid']",[],https://twitter.com/PierrotPierro14/status/1286629186774470659,False,https://twitter.com/Garinissa/status/1286527555013468160,0,,,,,,,"[{'user_id': '1223935075923976192', 'username': 'PierrotPierro14'}]",,,,
1286593662219149322,1286593662219149322,1595582807000,2020-07-24,11:26:47,CEST,14090348,deltaplan,deltaplan 🇪🇺,,#nonaumasqueobligatoire #StopMasques  https://twitter.com/gg_rmc/status/1286560215383638017 …,[],['https://twitter.com/gg_rmc/status/1286560215383638017'],[],0,0,0,"['#nonaumasqueobligatoire', '#stopmasques']",[],https://twitter.com/deltaplan/status/1286593662219149322,False,https://twitter.com/GG_RMC/status/1286560215383638017,0,,,,,,,"[{'user_id': '14090348', 'username': 'deltaplan'}]",,,,
1286577869443993600,1286577869443993600,1595579042000,2020-07-24,10:24:02,CEST,14090348,deltaplan,deltaplan 🇪🇺,,Continuons le #boycott des lieux où le masque est obligatoire. C'est ainsi que l'on y mettra un terme. #nonaumasqueobligatoire #StopMasques  https://twitter.com/GG_RMC/status/1286562986572873729 …,[],['https://twitter.com/GG_RMC/status/1286562986572873729'],[],11,22,46,"['#boycott', '#nonaumasqueobligatoire', '#stopmasques']",[],https://twitter.com/deltaplan/status/1286577869443993600,False,https://twitter.com/GG_RMC/status/1286562986572873729,0,,,,,,,"[{'user_id': '14090348', 'username': 'deltaplan'}]",,,,
1286433936948822017,1286433936948822017,1595544726000,2020-07-24,00:52:06,CEST,324287626,alainguillaume1,Résistant,,#BasLesMasques #StopMasques #StopConfinement #OuSontLesMasques #Raoult #chloroquine #GiletsJaunes #soignants #masquesObligatoires https://youtu.be/OSuyWKKjM28 ,[],['https://youtu.be/OSuyWKKjM28'],[],0,0,1,"['#baslesmasques', '#stopmasques', '#stopconfinement', '#ousontlesmasques', '#raoult', '#chloroquine', '#giletsjaunes', '#soignants', '#masquesobligatoires']",[],https://twitter.com/AlainGuillaume1/status/1286433936948822017,False,,0,,,,,,,"[{'user_id': '324287626', 'username': 'AlainGuillaume1'}]",,,,
1286423754696986633,1286423754696986633,1595542298000,2020-07-24,00:11:38,CEST,1283787403,letuscomment,Let's Comment † ن,,"Nous sommes le 24 Juillet, et le #covid19 est toujours aussi peu ravageur.
#StopMasques #StopDélire pic.twitter.com/44SC7oZBW7",[],[],['https://pbs.twimg.com/media/EdpLjSOX0AEyEAZ.png'],1,2,2,"['#covid19', '#stopmasques', '#stopdélire']",[],https://twitter.com/LetUsComment/status/1286423754696986633,False,,0,,,,,,,"[{'user_id': '1283787403', 'username': 'LetUsComment'}]",,,,
1286423688087318529,1286423688087318529,1595542282000,2020-07-24,00:11:22,CEST,740887725197365248,roospirit7,Nath B,,#nonaumasqueobligatoire #StopMasques  https://twitter.com/deltaplan/status/1286206380848885770 …,[],['https://twitter.com/deltaplan/status/1286206380848885770'],[],0,1,1,"['#nonaumasqueobligatoire', '#stopmasques']",[],https://twitter.com/roospirit7/status/1286423688087318529,False,https://twitter.com/deltaplan/status/1286206380848885770,0,,,,,,,"[{'user_id': '740887725197365248', 'username': 'roospirit7'}]",,,,
